index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,indice,Cambio,ScoreLEAD,Category,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Score_LAG1,Norm_Score_LAG1,Consistency_LEAD1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2,Similarity_LAG1
1020,277-491,1,277-491PL2,Absent,68571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,26,25,24,35,34,36,37,28,29,59,5,23,33,32,38,30,1,58,60,22,21,31,39,56,57,2,3,4,43,20,40,55,54,53,62,47,44,19,41,63,6,52,61,46,45,18,42,12,11,10,51,9,8,17,65,13,64,14,48,49,15,16,50,-14.0,46,Unicorn_Absent,-1,-1,Unicorn_Absent,-14,0.7125,,1020,0,2.0,ALL,64,,64,,0.28125,0,,,0.609375,,,RS,RS,
1031,277-491,12,277-491PL2,Absent,16469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,34,4,5,19,6,7,8,9,10,3,18,17,16,14,13,12,11,2,20,23,24,27,28,31,32,1,21,22,25,26,29,30,33,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,249,0.98125,0.0,1031,0,31.0,BOTTOM,35,0.8421052631578947,64,0.09907120743034059,0.953125,3,27.0,0.96875,0.9142857142857143,0.16076923076923078,BOTTOM,BOTTOM,BOTTOM,3.0
1036,277-491,17,277-491PL2,Absent,15852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,4,5,6,7,12,13,10,11,33,34,32,27,26,21,20,14,2,35,31,28,25,22,18,15,1,36,30,29,24,23,17,16,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,404,0.98125,0.0,1036,0,30.0,BOTTOM,33,0.9411764705882353,64,0.0,0.953125,1,31.0,0.99375,0.9696969696969697,0.0,BOTTOM,BOTTOM,BOTTOM,1.0
1037,277-491,18,277-491PL2,Absent,15963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,11,7,10,8,9,3,14,13,22,25,23,28,29,2,15,19,21,24,26,27,30,1,17,18,20,37,36,34,32,30.0,2,Unicorn_Absent,-1,-1,Unicorn_Absent,434,0.9875,3.0,1037,0,32.0,BOTTOM,32,0.9696969696969697,64,0.030303030303030276,0.96875,0,29.0,0.98125,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,1.0
1040,277-491,21,277-491PL2,Absent,15100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,8,9,10,11,3,25,27,26,24,19,18,12,2,28,29,30,23,20,17,16,1,33,32,31,22,21,15,14,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,530,1.0,0.0,1040,0,32.0,BOTTOM,32,1.0,64,0.0,1.0,0,32.0,1.0,1.0,0.05882352941176472,BOTTOM,BOTTOM,BOTTOM,0.0
1046,277-491,27,277-491PL2,Absent,16044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,22,21,20,19,18,17,25,27,28,29,30,31,32,16,26,9,10,12,11,14,13,15,1,8,6,7,2,4,5,3,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,722,1.0,0.0,1046,0,32.0,BOTTOM,32,1.0,64,0.0,1.0,0,32.0,1.0,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,0.0
1047,277-491,28,277-491PL2,Absent,14669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,4,5,6,7,8,21,22,25,27,30,28,33,11,20,23,26,24,29,31,32,12,1,19,18,17,16,15,14,13,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,754,1.0,0.0,1047,0,32.0,BOTTOM,32,1.0,64,0.0,1.0,0,32.0,1.0,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,0.0
1050,277-491,31,277-491PL2,Absent,14131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,9,10,11,12,13,4,5,26,27,30,31,34,14,3,2,25,28,29,32,33,15,1,24,23,22,20,18,17,16,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,850,1.0,0.0,1050,0,32.0,BOTTOM,32,1.0,64,0.0,1.0,0,32.0,1.0,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,0.0
1070,277-491,51,277-491PL2,Absent,16005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,20,12,13,21,22,23,3,6,11,14,19,25,26,24,2,7,10,15,18,27,28,29,1,8,9,16,17,32,31,30,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1490,1.0,0.0,1070,0,32.0,BOTTOM,32,1.0,64,0.0,1.0,0,32.0,1.0,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,0.0
1071,277-491,52,277-491PL2,Absent,14117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,10,8,9,11,3,33,25,26,24,18,19,12,2,32,28,27,23,20,17,13,1,31,30,29,22,21,15,14,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1522,1.0,0.0,1071,0,32.0,BOTTOM,32,1.0,64,0.0,1.0,0,32.0,1.0,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,0.0
1076,277-491,57,277-491PL2,Absent,13425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,8,9,10,11,3,23,22,26,27,30,31,12,2,21,24,25,28,29,32,13,1,20,19,18,17,16,15,14,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1682,1.0,0.0,1076,0,31.0,BOTTOM,32,1.0,64,0.0,1.0,0,32.0,1.0,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,0.0
1077,277-491,58,277-491PL2,Absent,14675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,8,9,10,11,4,23,24,27,28,32,33,12,2,22,25,26,30,31,34,13,1,21,20,19,17,16,15,14,31.0,1,Unicorn_Absent,-1,-1,Unicorn_Absent,1713,0.99375,0.0,1077,0,32.0,BOTTOM,32,1.0,64,0.030303030303030276,0.984375,0,32.0,1.0,1.0,0.0,BOTTOM,BOTTOM,BOTTOM,0.0
1078,277-491,59,277-491PL2,Absent,16007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,9,8,10,11,3,28,27,24,33,19,18,12,2,29,26,25,23,20,17,13,1,30,31,32,22,21,16,15,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,1745,1.0,1.0,1078,0,32.0,BOTTOM,32,1.0,64,0.030303030303030276,1.0,0,31.0,0.99375,1.0,0.030303030303030276,BOTTOM,BOTTOM,,0.0
1086,303-869,7,303-869PL1,Absent,40351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,3,4,5,6,11,9,10,36,37,38,39,40,41,42,12,50,49,48,47,46,45,44,43,66,65,64,63,62,61,60,59,51,52,53,54,55,56,57,58,32,31,30,29,28,27,26,25,19,20,33,21,23,22,34,24,18,1,2,17,16,15,14,13,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,193,0.96875,0.0,1086,0,27.0,ALL,64,1.0,64,1.0,0.921875,0,26.0,0.9625,0.78125,0.5659722222222222,ALL,RS,ALL,0.0
1092,303-869,13,303-869PL1,Absent,39619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,35,36,37,38,39,40,8,32,33,31,50,49,7,9,41,56,30,29,28,6,10,47,42,55,54,27,5,11,48,46,43,51,53,4,12,26,25,45,44,57,3,13,64,65,24,22,21,2,15,58,63,62,23,19,20,1,16,59,60,61,66,18,17,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,361,0.95625,6.0,1092,0,19.0,ALL,64,0.78125,64,0.7098214285714286,0.890625,0,27.0,0.96875,0.765625,0.6979166666666666,RS,RS,RS,14.0
1107,303-869,28,303-869PL1,Absent,31932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,45,46,47,48,49,50,51,66,65,62,61,54,58,53,52,68,64,63,60,59,55,56,57,67,42,41,40,39,38,37,36,27,29,30,31,32,33,34,35,24,25,18,19,20,21,22,23,16,15,17,13,14,12,11,10,1,2,3,4,6,8,7,9,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,670,0.98125,1.0,1107,0,28.0,ALL,64,1.0,64,1.0,0.953125,0,24.0,0.95,1.0,1.0,ALL,ALL,ALL,0.0
1111,303-869,32,303-869PL1,Absent,33884,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,16,18,20,21,24,26,27,13,14,17,19,22,23,25,28,11,12,57,56,55,54,29,32,9,10,58,59,52,53,31,30,8,7,60,51,61,63,33,34,6,5,49,50,62,64,35,36,3,4,47,46,43,42,37,38,1,2,48,45,44,41,39,40,28.0,4,Unicorn_Absent,-1,-1,Unicorn_Absent,788,0.975,0.0,1111,0,27.0,ALL,64,1.0,64,1.0,0.9375,0,28.0,0.975,0.984375,1.0,ALL,ALL,RS,0.0
1115,303-869,36,303-869PL1,Absent,25969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,20,21,22,23,24,25,26,42,41,43,44,0,0,0,27,39,40,0,46,45,0,0,28,38,37,0,0,0,0,0,29,34,35,0,0,0,0,47,31,33,36,0,0,0,0,0,30,19,1,2,3,4,6,7,8,16,15,14,13,12,11,10,9,19.0,13,Unicorn_Absent,-1,-1,Unicorn_Absent,890,0.91875,0.0,1115,0,24.0,RS,44,0.6984126984126984,64,0.584126984126984,0.796875,16,27.0,0.96875,0.6382978723404256,0.984375,ALL,RS,RS,1.0
1120,303-869,41,303-869PL1,Absent,25395,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,12,13,14,15,16,17,18,0,0,0,0,0,0,20,19,0,0,0,0,0,0,21,0,46,47,48,0,0,0,0,0,45,44,43,42,41,40,39,38,25,22,26,28,31,32,36,37,23,24,27,29,30,33,35,34,1,2,3,10,5,6,8,9,26.0,6,Unicorn_Absent,-1,-1,Unicorn_Absent,1034,0.9625,0.0,1120,0,23.0,RS,46,0.5192307692307693,60,0.008547008547008517,0.84375,14,24.0,0.95,0.6521739130434783,0.05690252350321623,RS,RS,RS,21.0
1121,303-869,42,303-869PL1,Absent,16913,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,20,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,0,0,0,23,24,25,31,26,29,27,28,3,4,7,8,11,12,15,16,2,1,6,9,10,13,14,17,23.0,9,Unicorn_Absent,-1,-1,Unicorn_Absent,1057,0.94375,6.0,1121,0,24.0,RS,30,0.6521739130434783,60,0.1393534002229655,0.796875,10,26.0,0.9625,0.75,0.008547008547008517,RS,RS,RS,14.0
1132,303-869,53,303-869PL1,Absent,19135,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,24,25,26,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,21,20,19,18,17,3,2,6,8,9,12,13,16,4,1,7,5,10,11,14,15,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,1385,0.95625,0.0,1132,0,23.0,RS,27,0.696969696969697,54,0.07226107226107226,0.734375,13,27.0,0.96875,0.5365853658536586,0.13536585365853654,BOTTOM,RS,RS,3.0
1146,303-869,7,303-869PL2,Absent,39575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1,Unicorn_Absent,193,0.96875,0.0,1146,0,27.0,NOTHING,5,0.0,64,1.0,0.921875,5,26.0,0.9625,0.08333333333333333,0.5659722222222222,RS,RS,RS,6.0
1152,303-869,13,303-869PL2,Absent,39116,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,361,0.95625,6.0,1152,0,19.0,RS,7,0.07142857142857142,64,0.7098214285714286,0.890625,7,27.0,0.96875,0.034482758620689655,0.6979166666666666,RS,RS,RS,8.0
1167,303-869,28,303-869PL2,Absent,33558,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,3,Unicorn_Absent,-1,-1,Unicorn_Absent,670,0.98125,1.0,1167,0,28.0,NOTHING,3,0.0,64,1.0,0.953125,3,24.0,0.95,0.0,1.0,RS,NOTHING,NOTHING,8.0
1171,303-869,32,303-869PL2,Absent,32519,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28.0,4,Unicorn_Absent,-1,-1,Unicorn_Absent,788,0.975,0.0,1171,0,27.0,NOTHING,4,0.0,64,1.0,0.9375,4,28.0,0.975,0.0,1.0,NOTHING,RS,RS,4.0
1175,303-869,36,303-869PL2,Absent,19398,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,17,5,4,3,2,10,33,0,16,7,6,1,8,9,0,0,18,15,14,13,12,11,0,0,30,19,20,21,22,23,0,0,29,28,27,26,25,24,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,13,Unicorn_Absent,-1,-1,Unicorn_Absent,890,0.91875,0.0,1175,0,24.0,RS,33,0.11428571428571428,64,0.584126984126984,0.796875,7,27.0,0.96875,0.5813953488372093,0.984375,RS,RS,RS,6.0
1180,303-869,41,303-869PL2,Absent,11195,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,18,19,13,14,15,16,17,0,10,9,2,8,3,4,0,0,11,12,1,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,6,Unicorn_Absent,-1,-1,Unicorn_Absent,1034,0.9625,0.0,1180,0,23.0,RS,20,0.5277777777777778,60,0.008547008547008517,0.84375,12,24.0,0.95,0.5128205128205128,0.05690252350321623,RS,RS,RS,17.0
1181,303-869,42,303-869PL2,Absent,16392,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,17,18,19,20,21,0,14,1,2,3,4,5,6,0,13,12,11,10,9,8,7,0,26,25,24,23,22,34,35,0,27,28,29,30,32,33,36,0,0,40,39,0,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,9,Unicorn_Absent,-1,-1,Unicorn_Absent,1057,0.94375,6.0,1181,0,24.0,RS,39,0.5128205128205128,60,0.1393534002229655,0.796875,15,26.0,0.9625,0.7608695652173914,0.008547008547008517,RS,RS,RS,12.0
1192,303-869,53,303-869PL2,Absent,16638,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,31,30,29,28,27,0,34,10,11,12,13,14,0,0,24,9,8,7,6,15,0,0,20,21,3,4,5,16,0,0,23,22,2,19,18,17,0,0,25,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,7,Unicorn_Absent,-1,-1,Unicorn_Absent,1385,0.95625,0.0,1192,0,23.0,RS,34,0.7692307692307693,54,0.07226107226107226,0.734375,16,27.0,0.96875,0.7631578947368421,0.13536585365853654,RS,RS,RS,11.0
1203,313-199,4,313-199PL1,Present,64862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66,60,56,55,61,54,67,68,65,57,42,22,62,24,63,69,58,5,64,20,18,17,25,43,40,39,37,36,2,16,26,59,41,38,4,35,34,14,0,44,12,11,52,51,33,1,27,45,48,53,6,3,8,13,28,50,47,10,9,7,32,31,46,49,-96.0,32,Unicorn_Absent,-1,-1,Unicorn_Absent,-233,0.2,4.0,1203,0,0.0,ALL,63,,63,,0.484375,1,,,0.96875,,,ALL,ALL,
1213,313-199,14,313-199PL1,Present,15543,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,36,34,33,0,0,0,22,37,21,0,20,0,32,0,23,0,9,0,38,30,0,0,0,0,10,7,6,0,39,28,11,12,0,0,18,45,0,0,26,0,4,0,15,46,27,43,0,0,0,0,0,47,0,0,24,0,0,1,0,0,40,41,-64.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,-667,0.4,0.0,1213,0,32.0,RS,32,0.175,32,0.175,0.5,30,-65.0,0.39375,0.4583333333333333,0.19122023809523808,RS,RS,RS,15.0
1214,313-199,15,313-199PL1,Absent,14960,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,35,0,8,0,0,22,21,7,34,6,0,0,0,23,20,49,0,32,37,0,0,0,47,0,4,31,10,38,0,0,18,3,0,30,0,11,0,24,46,0,2,40,51,39,0,0,16,0,1,41,27,0,12,25,45,14,43,0,42,13,0,32.0,0,Unicorn_Absent,-1,-1,Unicorn_Absent,-635,1.0,0.0,1214,0,-110.0,RS,38,0.4583333333333333,38,0.5416666666666667,0.59375,22,-64.0,0.4,0.5,0.175,RS,RS,ALL,30.0
1215,313-199,16,313-199PL1,Present,20967,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,58,56,26,0,55,0,54,53,0,12,59,28,29,24,0,52,0,14,60,20,61,62,23,51,0,39,10,19,63,64,65,66,0,40,0,9,70,2,6,67,44,43,74,16,71,69,50,68,45,46,73,0,72,21,0,33,0,47,0,36,48,35,49,34,-110.0,46,Unicorn_Absent,-1,-1,Unicorn_Absent,-745,0.1125,0.0,1215,0,-65.0,RS,52,0.5,59,0.5,0.203125,12,32.0,1.0,0.75,0.5416666666666667,RS,ALL,RS,22.0
